K2 ID,Campaign,Object type,RA (J2000),Dec (J2000),Target Type,Investigation ID,KEP Mag,Kep Flag,Module,Output,Channel
integer,integer,substring,ra,dec,ustring,string,float,string,integer,integer,integer
210797807,4,STAR,03 41 43.033,+19 50 07.62,LC,GO4020_GO4102_GO4104,11.098,gri,19,2,66
210797808,4,STAR,03 44 58.855,+19 50 07.62,LC,GO4097,15.538,JHK,19,2,66
210797961,4,STAR,03 45 15.995,+19 50 15.36,LC,GO4007_GO4022_GO4029_GO4033_GO4060_GO4104,11.796,gri,19,2,66
210797975,4,STAR,04 04 55.164,+19 50 16.01,LC,GO4007_GO4029_GO4033_GO4060_GO4082_GO4106,12.284,gri,8,2,22
210798039,4,STAR,04 24 40.255,+19 50 19.37,LC,GO4090_GO4097,14.722,gri,2,3,3
210798047,4,STAR,03 29 17.941,+19 50 19.68,LC,GO4006,15.810,JHK,24,1,81
210798095,4,STAR,03 28 19.272,+19 50 22.51,LC,GO4007_GO4029_GO4033_GO4060_GO4104,10.038,gri,24,1,81
210798233,4,STAR,04 08 30.476,+19 50 30.13,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.922,gri,8,4,24
210798254,4,STAR,03 27 55.314,+19 50 31.34,LC,GO4007_GO4029_GO4033_GO4060_GO4101_GO4104,10.628,gri,24,1,81
210798359,4,STAR,04 25 04.318,+19 50 37.25,LC,GO4020,12.505,gri,2,3,3
210798382,4,STAR,03 41 58.985,+19 50 38.57,LC,GO4020_GO4089_GO4104,11.419,gri,19,2,66
210798399,4,STAR,03 35 47.688,+19 50 39.48,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.671,gri,19,4,68
210798840,4,STAR,03 36 18.828,+19 51 03.96,LC,GO4007_GO4020_GO4060,13.295,gri,19,4,68
210798903,4,STAR,03 27 53.449,+19 51 07.32,LC,GO4007_GO4060_GO4101,13.797,gri,24,1,81
210799101,4,STAR,03 36 24.854,+19 51 18.64,LC,GO4007_GO4029_GO4033_GO4060,12.244,gri,19,4,68
210799131,4,STAR,04 05 19.457,+19 51 20.21,LC,GO4020,12.793,gri,8,2,22
210799134,4,STAR,04 03 10.552,+19 51 20.30,LC,GO4011_GO4020,14.912,BV,8,2,22
210799302,4,STAR,03 42 16.078,+19 51 28.94,LC,GO4033,9.753,BV,19,2,66
210799359,4,STAR,03 42 09.972,+19 51 31.42,LC,GO4007_GO4020_GO4029_GO4033,12.943,gri,19,2,66
210799459,4,STAR,03 57 49.417,+19 51 36.63,LC,GO4020_GO4102,11.590,BV,13,2,42
210799541,4,STAR,03 39 44.899,+19 51 40.81,LC,GO4020,12.821,gri,19,3,67
210799583,4,STAR,03 28 59.239,+19 51 42.75,LC,GO4007_GO4020_GO4060,13.764,JHK,24,1,81
210799629,4,STAR,04 04 32.786,+19 51 45.36,LC,GO4020_GO4104,10.951,BV,8,2,22
210799673,4,STAR,04 02 04.826,+19 51 47.46,LC,GO4020,11.830,JHK,8,2,22
210799711,4,STAR,03 42 35.485,+19 51 49.28,LC,GO4007_GO4022_GO4029_GO4033_GO4060,10.109,gri,19,2,66
210799893,4,STAR,04 08 46.489,+19 51 58.78,LC,GO4007_GO4029_GO4033,12.021,gri,8,4,24
210799959,4,STAR,03 28 07.313,+19 52 02.16,LC,GO4006_GO4011_GO4097,15.209,JHK,24,1,81
210799994,4,STAR,03 44 01.126,+19 52 03.75,LC,GO4020_GO4104,11.646,gri,19,2,66
210800026,4,STAR,03 58 08.875,+19 52 04.86,LC,GO4007_GO4029_GO4033_GO4060,12.698,gri,13,2,42
210800075,4,STAR,03 38 08.970,+19 52 07.49,LC,GO4020_GO4102_GO4104,11.395,gri,19,4,68
210800169,4,STAR,03 43 41.095,+19 52 12.83,LC,GO4006_GO4097,15.979,JHK,19,2,66
210800327,4,STAR,04 08 21.088,+19 52 20.45,LC,GO4020,12.978,gri,8,4,24
210800332,4,STAR,04 02 59.906,+19 52 20.76,LC,GO4020_GO4066,10.614,gri,8,2,22
210800368,4,STAR,04 05 14.568,+19 52 22.61,LC,GO4020,11.351,gri,8,2,22
210800443,4,STAR,03 43 24.002,+19 52 26.84,LC,GO4007_GO4022_GO4029_GO4033_GO4104,11.965,gri,19,2,66
210800484,4,STAR,04 04 20.244,+19 52 29.01,LC,GO4007_GO4020_GO4029_GO4033,12.601,gri,8,2,22
210800538,4,STAR,03 45 33.246,+19 52 31.74,LC,GO4007_GO4029_GO4033_GO4104,9.791,gri,19,2,66
210800573,4,STAR,04 02 00.226,+19 52 33.56,LC,GO4020,12.475,BV,8,2,22
210800597,4,STAR,03 48 10.141,+19 52 34.73,LC,GO4020_GO4104,9.483,BV,14,2,46
210800634,4,STAR,03 31 01.567,+19 52 36.64,LC,GO4007_GO4033,12.773,JHK,24,1,81
210800797,4,STAR,04 25 30.029,+19 52 45.86,LC,GO4020,11.861,JHK,2,3,3
210800833,4,STAR,04 09 27.396,+19 52 47.97,LC,GO4020,13.190,gri,8,4,24
210800945,4,STAR,03 44 28.180,+19 52 54.06,LC,GO4007_GO4022_GO4029_GO4033_GO4060_GO4104,11.805,gri,19,2,66
210800970,4,STAR,03 40 44.609,+19 52 55.46,LC,GO4011_GO4097,15.062,JHK,19,2,66
210800979,4,STAR,03 44 19.360,+19 52 55.90,LC,GO4020,12.401,gri,19,2,66
210801003,4,STAR,03 30 55.282,+19 52 57.47,LC,GO4006_GO4020_GO4060,14.402,gri,24,1,81
210801166,4,STAR,03 56 59.539,+19 53 05.86,LC,GO4097,15.419,JHK,13,2,42
210801196,4,STAR,04 03 40.532,+19 53 07.31,LC,GO4020,13.185,gri,8,2,22
210801536,4,STAR,03 31 16.543,+19 53 28.69,LC,GO4020,13.176,JHK,24,1,81
210801551,4,STAR,03 36 47.912,+19 53 29.30,LC,GO4007_GO4020_GO4060,13.239,gri,19,4,68
210801570,4,STAR,04 11 20.227,+19 53 30.24,LC,GO4020,13.190,BV,8,4,24
210801596,4,STAR,04 04 45.592,+19 53 31.82,LC,GO4007_GO4033,11.977,gri,8,2,22
210801652,4,STAR,03 57 08.773,+19 53 35.44,LC,GO4006_GO4097,15.903,JHK,13,2,42
210801744,4,STAR,03 56 14.456,+19 53 40.13,LC,GO4007_GO4029_GO4033,12.803,gri,13,2,42
210801782,4,STAR,03 35 36.236,+19 53 42.13,LC,GO4020_GO4102_GO4104,10.867,gri,19,4,68
210801787,4,STAR,03 41 47.141,+19 53 42.42,LC,GO4007_GO4022_GO4029_GO4033,12.409,gri,19,2,66
210801836,4,STAR,03 44 05.060,+19 53 45.14,LC,GO4007_GO4022_GO4060,14.573,gri,19,2,66
210801840,4,STAR,03 38 32.395,+19 53 45.33,LC,GO4006_GO4011_GO4097,15.062,JHK,19,4,68
210801853,4,STAR,03 56 41.460,+19 53 45.76,LC,GO4020,11.398,JHK,13,2,42
210801955,4,STAR,04 05 42.011,+19 53 50.85,LC,GO4011_GO4097,15.196,JHK,8,2,22
210802141,4,STAR,03 36 56.261,+19 54 00.84,LC,GO4020,12.838,gri,19,4,68
210802162,4,STAR,03 42 17.942,+19 54 02.18,LC,GO4020_GO4102,10.477,gri,19,2,66
210802208,4,STAR,03 38 42.900,+19 54 04.26,LC,GO4007_GO4033,9.943,gri,19,4,68
210802307,4,STAR,04 03 22.950,+19 54 09.50,LC,GO4007_GO4029_GO4033_GO4104,11.698,gri,8,2,22
210802416,4,STAR,03 29 53.783,+19 54 16.49,LC,GO4007_GO4033_GO4060,12.273,BV,24,1,81
210802496,4,STAR,04 11 33.461,+19 54 21.22,LC,GO4006_GO4007_GO4097,14.754,JHK,8,4,24
210802552,4,STAR,03 57 26.971,+19 54 24.35,LC,GO4007_GO4029_GO4033,12.657,gri,13,2,42
210802683,4,STAR,04 04 34.928,+19 54 30.71,LC,GO4020_GO4104,11.359,gri,8,2,22
210802694,4,STAR,03 38 39.653,+19 54 31.06,LC,GO4020,11.889,gri,19,4,68
210802698,4,STAR,03 42 26.287,+19 54 31.23,LC,GO4007_GO4020_GO4022_GO4060,13.608,gri,19,2,66
210802733,4,STAR,03 56 14.672,+19 54 33.22,LC,GO4020,12.938,JHK,13,2,42
210802875,4,STAR,03 31 27.610,+19 54 40.03,LC,GO4020,12.751,BV,24,1,81
210802990,4,STAR,03 41 31.387,+19 54 45.94,LC,GO4006_GO4097,15.502,JHK,19,2,66
210803087,4,STAR,03 58 39.367,+19 54 49.90,LC,GO4006_GO4011_GO4020_GO4097,14.612,JHK,13,2,42
210803280,4,STAR,03 44 15.158,+19 55 00.40,LC,GO4011_GO4097,15.238,JHK,19,2,66
210803311,4,STAR,03 40 36.070,+19 55 02.37,LC,GO4007_GO4029_GO4033,12.200,gri,19,2,66
210803321,4,STAR,04 04 59.059,+19 55 03.01,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.957,gri,8,2,22
210803372,4,STAR,04 08 53.779,+19 55 05.71,LC,GO4020,12.834,gri,8,4,24
210803459,4,STAR,03 44 41.701,+19 55 10.22,LC,GO4020,12.807,gri,19,2,66
210803541,4,STAR,03 44 28.223,+19 55 14.58,LC,GO4033,12.285,gri,19,2,66
210803682,4,STAR,03 49 13.026,+19 55 24.04,LC,GO4020_GO4089_GO4104,11.597,gri,14,2,46
210803812,4,STAR,03 39 10.202,+19 55 31.00,LC,GO4048_GO4097,15.534,JHK,19,4,68
210803851,4,STAR,03 38 45.312,+19 55 32.72,LC,GO4033,10.622,gri,19,4,68
210803905,4,STAR,04 09 00.227,+19 55 35.63,LC,GO4020,13.516,gri,8,4,24
210803907,4,STAR,03 35 32.489,+19 55 35.67,LC,GO4020_GO4104,9.691,gri,19,4,68
210803967,4,STAR,03 45 45.126,+19 55 38.51,LC,GO4006_GO4011_GO4020,14.826,gri,19,2,66
210804057,4,STAR,04 09 47.012,+19 55 42.99,LC,GO4007,13.016,gri,8,4,24
210804125,4,STAR,04 09 20.988,+19 55 46.40,LC,GO4020_GO4089,13.829,gri,8,4,24
210804144,4,STAR,04 03 20.891,+19 55 47.52,LC,GO4020,12.926,BV,8,2,22
210804163,4,STAR,03 50 32.626,+19 55 48.25,LC,GO4007_GO4022_GO4029_GO4033_GO4060,12.047,gri,14,2,46
210804191,4,STAR,03 56 49.952,+19 55 49.47,LC,GO4006_GO4011_GO4032_GO4037_GO4097,15.317,JHK,13,2,42
210804264,4,STAR,03 57 29.628,+19 55 52.58,LC,GO4007_GO4029_GO4033_GO4060,12.295,gri,13,2,42
210804289,4,STAR,03 39 37.753,+19 55 53.74,LC,GO4006_GO4048_GO4097,15.906,JHK,19,4,68
210804294,4,STAR,03 31 00.138,+19 55 53.87,LC,GO4097,15.733,JHK,24,1,81
210804376,4,STAR,03 50 53.142,+19 55 58.68,LC,GO4007_GO4020_GO4022,13.602,gri,14,2,46
210804427,4,STAR,03 58 07.151,+19 56 01.21,LC,GO4020,12.093,gri,13,2,42
210804526,4,STAR,03 37 26.432,+19 56 05.85,LC,GO4011,14.997,JHK,19,4,68
210804537,4,STAR,04 06 31.921,+19 56 06.51,LC,GO4007_GO4029_GO4033,12.568,gri,8,2,22
210804640,4,STAR,03 41 32.248,+19 56 13.26,LC,GO4020,13.282,gri,19,2,66
210804856,4,STAR,03 42 11.563,+19 56 24.89,LC,GO4020,13.119,gri,19,2,66
210805029,4,STAR,03 37 49.048,+19 56 33.76,LC,GO4011_GO4020_GO4029_GO4060_GO4097,12.781,gri,19,4,68
210805094,4,STAR,04 09 49.194,+19 56 38.01,LC,GO4007_GO4033,12.834,BV,8,4,24
210805120,4,STAR,04 08 12.998,+19 56 39.29,LC,GO4020_GO4057_GO4090_GO4092,12.525,gri,8,4,24
210805176,4,STAR,04 09 52.852,+19 56 43.14,LC,GO4007_GO4033,11.872,gri,8,4,24
210805209,4,STAR,03 43 19.830,+19 56 45.14,LC,GO4020_GO4089,13.258,gri,19,2,66
210805240,4,STAR,03 42 30.179,+19 56 47.00,LC,GO4007_GO4022_GO4029_GO4033_GO4060,11.178,gri,19,2,66
210805279,4,STAR,03 42 21.280,+19 56 49.74,LC,GO4007_GO4022_GO4029_GO4033,12.800,gri,19,2,66
210805381,4,STAR,03 35 14.924,+19 56 55.67,LC,GO4020_GO4104,11.061,gri,19,4,68
210805420,4,STAR,03 40 44.850,+19 56 57.75,LC,GO4007_GO4029_GO4033_GO4060_GO4104,10.201,gri,19,2,66
210805432,4,STAR,03 38 03.570,+19 56 58.41,LC,GO4020_GO4089,12.159,gri,19,4,68
210805443,4,STAR,03 35 33.936,+19 56 59.07,LC,GO4020_GO4089_GO4104,9.467,gri,19,4,68
210805532,4,STAR,03 37 47.003,+19 57 04.52,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.196,gri,19,4,68
210805567,4,STAR,04 02 03.275,+19 57 06.20,LC,GO4007_GO4033,12.796,BV,8,2,22
210805901,4,STAR,03 38 04.362,+19 57 25.79,LC,GO4007_GO4020_GO4060,14.355,BV,19,4,68
210805978,4,STAR,04 11 33.011,+19 57 29.78,LC,GO4007_GO4029_GO4033,12.641,gri,8,4,24
210806065,4,STAR,04 12 04.370,+19 57 34.56,LC,GO4006_GO4011,15.082,JHK,8,4,24
210806147,4,STAR,03 30 14.072,+19 57 38.77,LC,GO4007_GO4020_GO4060,13.348,gri,24,1,81
210806197,4,STAR,03 30 07.409,+19 57 41.78,LC,GO4020,12.158,BV,24,1,81
210806246,4,STAR,04 04 05.437,+19 57 44.38,LC,GO4020,12.452,gri,8,2,22
210806332,4,STAR,03 43 57.338,+19 57 49.50,LC,GO4006_GO4097,15.920,JHK,19,2,66
210806505,4,STAR,04 10 46.276,+19 57 59.52,LC,GO4007_GO4029_GO4033_GO4104,11.595,gri,8,4,24
210806527,4,STAR,03 29 36.780,+19 58 00.70,LC,GO4007_GO4033,12.488,JHK,24,1,81
210806611,4,STAR,03 29 57.134,+19 58 05.99,LC,GO4007_GO4033_GO4052_GO4104,10.324,BV,24,1,81
210806695,4,STAR,03 31 27.314,+19 58 11.12,LC,GO4007_GO4020,13.214,JHK,24,1,81
210806726,4,STAR,03 43 04.148,+19 58 12.68,LC,GO4007_GO4020_GO4022_GO4060,13.309,gri,19,2,66
210806765,4,STAR,04 08 29.638,+19 58 14.80,LC,GO4020,12.219,gri,8,4,24
210806784,4,STAR,04 04 45.282,+19 58 15.68,LC,GO4007_GO4020,13.519,gri,8,2,22
210806791,4,STAR,03 51 10.346,+19 58 15.94,LC,GO4006_GO4011_GO4020_GO4022_GO4054_GO4060,14.072,gri,14,2,46
210806815,4,STAR,03 34 48.335,+19 58 17.34,LC,GO4007_GO4029_GO4033_GO4104,11.845,gri,19,4,68
210807085,4,STAR,03 42 40.464,+19 58 30.00,LC,GO4096,15.502,J,19,2,66
210807165,4,STAR,04 09 58.954,+19 58 34.44,LC,GO4021_GO4033,12.039,gri,8,4,24
210807191,4,STAR,03 44 43.465,+19 58 36.15,LC,GO4020_GO4089,12.938,gri,19,2,66
210807344,4,STAR,03 36 04.633,+19 58 43.71,LC,GO4020,13.108,gri,19,4,68
210807392,4,STAR,04 09 43.837,+19 58 46.66,LC,GO4097,15.294,JHK,8,4,24
210807482,4,STAR,04 07 41.768,+19 58 51.55,LC,GO4006_GO4007_GO4020_GO4060,14.400,gri,8,3,23
210807567,4,STAR,04 07 41.534,+19 58 57.45,LC,GO4006_GO4011,14.400,gri,8,3,23
210807651,4,STAR,03 57 56.534,+19 59 02.37,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.904,gri,13,2,42
210807793,4,STAR,03 42 43.758,+19 59 10.94,LC,GO4020,13.403,gri,19,2,66
210807803,4,STAR,03 30 57.910,+19 59 11.84,LC,GO4020_GO4089,13.244,BV,24,1,81
210807915,4,STAR,03 30 56.563,+19 59 17.66,LC,GO4007_GO4033,12.935,JHK,24,1,81
210808028,4,STAR,04 09 34.992,+19 59 24.31,LC,GO4007_GO4020_GO4029_GO4033_GO4060_GO4106,12.487,gri,8,4,24
210808062,4,STAR,04 05 24.029,+19 59 26.35,LC,GO4020,12.821,gri,8,2,22
210808065,4,STAR,04 11 19.374,+19 59 26.55,LC,GO4007_GO4029_GO4033_GO4060,12.352,gri,8,4,24
210808112,4,STAR,04 08 40.798,+19 59 28.64,LC,GO4007_GO4011_GO4020_GO4060_GO4097,14.568,gri,8,4,24
210808234,4,STAR,04 05 24.032,+19 59 35.14,LC,GO4007_GO4033,12.821,gri,8,2,22
210808290,4,STAR,03 49 50.257,+19 59 38.02,LC,GO4006_GO4097,15.852,JHK,14,2,46
210808302,4,STAR,03 35 05.291,+19 59 38.50,LC,GO4007_GO4029_GO4033_GO4060_GO4106,12.639,gri,19,4,68
210808308,4,STAR,03 35 53.074,+19 59 38.91,LC,GO4020,12.252,gri,19,4,68
210808464,4,STAR,03 29 28.118,+19 59 47.43,LC,GO4007_GO4020_GO4033_GO4060,12.830,BV,24,1,81
210808493,4,STAR,03 34 41.167,+19 59 48.60,LC,GO4007_GO4029_GO4033_GO4104,10.640,gri,19,4,68
210808585,4,STAR,04 01 56.150,+19 59 52.59,LC,GO4007_GO4033_GO4104,11.960,gri,8,2,22
210808674,4,STAR,04 02 12.433,+19 59 57.47,LC,GO4046_GO4060,14.922,BV,8,2,22
210808677,4,STAR,03 37 45.581,+19 59 57.56,LC,GO4007_GO4029_GO4033_GO4060_GO4104,10.461,gri,19,4,68
210808729,4,STAR,03 35 04.949,+20 00 00.50,LC,GO4020,13.242,BV,19,4,68
210808836,4,STAR,04 05 25.325,+20 00 06.48,LC,GO4097,15.495,JHK,8,2,22
210808897,4,STAR,03 45 25.992,+20 00 09.08,LC,GO4020,12.567,gri,19,2,66
210808909,4,STAR,03 40 29.813,+20 00 09.57,LC,GO4020,12.575,gri,19,2,66
210808916,4,STAR,03 36 13.824,+20 00 09.93,LC,GO4060,14.440,BV,19,4,68
210808971,4,STAR,03 49 26.296,+20 00 13.02,LC,GO4007_GO4022_GO4029_GO4033,12.722,gri,14,2,46
210808996,4,STAR,03 42 21.816,+20 00 15.23,LC,GO4006_GO4011_GO4020_GO4097,14.664,JHK,19,2,66
210809070,4,STAR,04 06 18.972,+20 00 19.13,LC,GO4020,12.812,gri,8,2,22
210809158,4,STAR,04 11 08.239,+20 00 24.20,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.971,gri,8,4,24
210809191,4,STAR,03 31 10.247,+20 00 25.68,LC,GO4020,12.125,gri,24,1,81
210809246,4,STAR,03 38 41.716,+20 00 28.02,LC,GO4020_GO4089,13.939,gri,19,4,68
210809269,4,STAR,04 05 27.247,+20 00 29.21,LC,GO4007_GO4020_GO4029_GO4033_GO4060_GO4104,10.632,gri,8,2,22
210809346,4,STAR,03 50 10.993,+20 00 33.73,LC,GO4007_GO4029_GO4033_GO4102_GO4104,11.857,gri,14,2,46
210809481,4,STAR,03 31 24.298,+20 00 42.15,LC,GO4020_GO4060,14.253,gri,24,1,81
210809550,4,STAR,04 04 11.914,+20 00 46.10,LC,GO4020_GO4089,13.487,gri,8,2,22
210809570,4,STAR,03 44 32.831,+20 00 46.98,LC,GO4020,11.871,JHK,19,2,66
210809589,4,STAR,03 58 29.654,+20 00 48.16,LC,GO4020,13.296,gri,13,2,42
210810002,4,STAR,04 04 50.653,+20 01 12.17,LC,GO4007_GO4020,13.873,gri,8,2,22
210810141,4,STAR,03 49 27.491,+20 01 20.37,LC,GO4007_GO4020_GO4029_GO4033,12.798,gri,14,2,46
210810165,4,STAR,03 57 15.890,+20 01 21.41,LC,GO4006_GO4011_GO4020_GO4060,14.148,gri,13,2,42
210810456,4,STAR,03 48 28.310,+20 01 38.19,LC,GO4007_GO4029_GO4033_GO4104,11.344,gri,14,2,46
210810480,4,STAR,03 50 49.006,+20 01 39.65,LC,GO4007_GO4029_GO4033,12.789,gri,14,2,46
210810552,4,STAR,03 50 31.477,+20 01 42.93,LC,GO4007_GO4020_GO4022_GO4029_GO4033_GO4060_GO4106,12.238,gri,14,2,46
210810957,4,STAR,04 09 42.073,+20 02 04.20,LC,GO4069,15.142,gri,8,4,24
210810961,4,STAR,03 41 31.510,+20 02 04.53,LC,GO4033,12.748,gri,19,2,66
210810971,4,STAR,04 08 40.520,+20 02 04.80,LC,GO4007_GO4020,13.424,gri,8,3,23
210811016,4,STAR,03 45 28.926,+20 02 07.21,LC,GO4007_GO4029_GO4033_GO4104,11.519,gri,19,2,66
210811310,4,STAR,04 10 38.143,+20 02 23.48,LC,GO4007_GO4011_GO4033_GO4039,12.201,JHK,8,4,24
210811342,4,STAR,04 10 38.248,+20 02 25.08,LC,GO4007_GO4029_GO4060_GO4104,11.540,gri,8,4,24
210811353,4,STAR,04 03 54.576,+20 02 25.44,LC,GO4020,12.505,gri,8,2,22
210811401,4,STAR,03 48 50.299,+20 02 28.02,LC,GO4011_GO4020_GO4022_GO4060,12.788,gri,14,2,46
210811436,4,STAR,03 49 13.537,+20 02 29.85,LC,GO4007_GO4029_GO4033,12.826,gri,14,2,46
210811757,4,STAR,04 01 34.093,+20 02 47.77,LC,GO4007_GO4020_GO4033,12.911,gri,8,2,22
210811785,4,STAR,03 50 43.134,+20 02 49.65,LC,GO4007_GO4022_GO4029_GO4033_GO4060_GO4104,11.352,gri,14,2,46
210811810,4,STAR,03 30 00.166,+20 02 50.83,LC,GO4007_GO4020_GO4029_GO4033_GO4060_GO4106,12.536,gri,24,1,81
210811910,4,STAR,04 05 10.579,+20 02 56.23,LC,GO4020,12.677,gri,8,2,22
210811915,4,STAR,03 45 03.258,+20 02 56.61,LC,GO4020_GO4089,13.389,gri,19,2,66
210812018,4,STAR,03 35 50.874,+20 03 03.18,LC,GO4033,12.502,gri,19,4,68
210812061,4,STAR,03 48 18.263,+20 03 05.43,LC,GO4007_GO4097,15.327,JHK,14,2,46
210812122,4,STAR,04 07 49.926,+20 03 08.41,LC,GO4007_GO4029_GO4033_GO4082,12.497,gri,8,3,23
210812133,4,STAR,03 40 55.049,+20 03 09.00,LC,GO4020,13.473,gri,19,2,66
210812212,4,STAR,03 36 34.956,+20 03 13.08,LC,GO4020,13.942,gri,19,4,68
210812316,4,STAR,04 02 23.496,+20 03 19.05,LC,GO4020,11.904,gri,8,2,22
210812500,4,STAR,04 09 43.186,+20 03 30.16,LC,GO4020_GO4104,10.874,gri,8,4,24
210812621,4,STAR,04 10 17.288,+20 03 36.13,LC,GO4020_GO4089,13.327,gri,8,4,24
210812659,4,STAR,04 09 22.147,+20 03 39.12,LC,GO4006_GO4011_GO4020_GO4029_GO4060,12.915,gri,8,4,24
210812803,4,STAR,03 43 30.644,+20 03 47.43,LC,GO4020,14.025,gri,19,2,66
210812926,4,STAR,03 58 39.018,+20 03 54.64,LC,GO4006_GO4097,15.834,JHK,13,2,42
210813053,4,STAR,03 41 05.874,+20 04 01.23,LC,GO4020,13.841,gri,19,2,66
210813096,4,STAR,03 29 56.807,+20 04 03.72,LC,GO4007_GO4033,11.835,gri,24,1,81
210813135,4,STAR,03 38 55.165,+20 04 05.97,LC,GO4020,13.663,gri,19,4,68
210813166,4,STAR,03 31 45.127,+20 04 07.65,LC,GO4011,15.648,JHK,24,1,81
210813219,4,STAR,03 58 45.318,+20 04 10.40,LC,GO4007_GO4033_GO4060,12.716,gri,13,2,42
210813428,4,STAR,03 36 32.015,+20 04 20.63,LC,GO4007_GO4033,12.841,gri,19,4,68
210813671,4,STAR,04 10 05.794,+20 04 34.46,LC,GO4006_GO4097,14.781,JHK,8,4,24
210813776,4,STAR,04 09 45.608,+20 04 40.48,LC,GO4006_GO4097,15.547,JHK,8,4,24
210813780,4,STAR,03 39 31.475,+20 04 40.76,LC,GO4006_GO4011_GO4024_GO4048,14.831,JHK,19,4,68
210813978,4,STAR,03 48 24.275,+20 04 52.26,LC,GO4007_GO4020_GO4022_GO4060,13.634,gri,14,2,46
210813991,4,STAR,03 43 34.302,+20 04 52.99,LC,GO4046,15.339,JHK,19,2,66
210814048,4,STAR,04 08 41.600,+20 04 55.70,LC,GO4007_GO4029_GO4033_GO4104,11.514,gri,8,3,23
210814056,4,STAR,04 05 26.477,+20 04 56.24,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.653,gri,8,2,22
210814114,4,STAR,03 30 06.462,+20 04 58.22,LC,GO4007_GO4029_GO4033,12.502,gri,24,1,81
210814262,4,STAR,03 51 14.242,+20 05 06.46,LC,GO4020,12.975,gri,14,2,46
210814452,4,STAR,03 45 22.014,+20 05 15.78,LC,GO4006_GO4011_GO4020_GO4022_GO4060,15.732,BV,19,2,66
210814674,4,STAR,03 30 27.882,+20 05 28.22,LC,GO4007_GO4020_GO4033_GO4106,12.241,gri,24,1,81
210814692,4,STAR,03 48 56.459,+20 05 29.22,LC,GO4020_GO4102,11.551,gri,14,2,46
210814892,4,STAR,03 44 22.002,+20 05 40.81,LC,GO4007_GO4020_GO4033,12.949,JHK,19,2,66
210815003,4,STAR,04 05 52.465,+20 05 46.71,LC,GO4021_GO4033,11.753,gri,8,2,22
210815035,4,STAR,03 36 44.438,+20 05 48.26,LC,GO4097,15.902,JHK,19,4,68
210815333,4,STAR,04 06 10.987,+20 06 03.55,LC,GO4020_GO4089,13.780,gri,8,2,22
210815489,4,STAR,04 06 35.100,+20 06 12.55,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.936,gri,8,2,22
210815554,4,STAR,03 45 14.533,+20 06 16.44,LC,GO4020,13.063,gri,19,2,66
210815639,4,STAR,03 37 52.853,+20 06 21.77,LC,GO4020,12.640,gri,19,4,68
210815860,4,STAR,04 04 11.374,+20 06 33.76,LC,GO4020,13.460,gri,8,2,22
210815912,4,STAR,04 09 20.045,+20 06 36.80,LC,GO4006_GO4097,15.298,JHK,8,3,23
210816004,4,STAR,03 31 12.230,+20 06 42.56,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.590,gri,24,1,81
210816049,4,STAR,04 02 07.984,+20 06 44.95,LC,GO4020,12.864,gri,8,2,22
210816432,4,STAR,03 51 59.760,+20 07 07.41,LC,GO4007_GO4022_GO4029_GO4033_GO4060_GO4104,11.554,gri,14,2,46
210816649,4,STAR,04 10 59.812,+20 07 19.35,LC,GO4007,13.002,gri,8,4,24
210816656,4,STAR,03 31 30.756,+20 07 19.68,LC,GO4006,15.261,gri,24,1,81
210816657,4,STAR,03 44 56.062,+20 07 19.70,LC,GO4007_GO4029_GO4033,12.538,gri,19,2,66
210816658,4,STAR,04 07 28.614,+20 07 19.77,LC,GO4020,12.174,gri,8,3,23
210816798,4,STAR,03 35 20.288,+20 07 28.38,LC,GO4020_GO4089,13.523,gri,19,4,68
210816980,4,STAR,03 52 15.910,+20 07 37.87,LC,GO4007_GO4022_GO4029_GO4033_GO4060,12.891,gri,14,2,46
210817078,4,STAR,03 35 48.224,+20 07 43.38,LC,GO4006_GO4011_GO4032_GO4097,15.106,JHK,19,4,68
210817106,4,STAR,03 43 18.739,+20 07 44.82,LC,GO4011_GO4048_GO4097,15.587,JHK,19,2,66
210817186,4,STAR,04 05 12.779,+20 07 48.82,LC,GO4020,12.746,gri,8,2,22
210817218,4,STAR,03 41 13.747,+20 07 50.36,LC,GO4020_GO4106,12.579,gri,19,1,65
210817281,4,STAR,03 35 00.974,+20 07 53.73,LC,GO4020_GO4104,11.763,gri,19,4,68
210817565,4,STAR,03 42 48.420,+20 08 09.32,LC,GO4007_GO4033,12.071,gri,19,2,66
210817779,4,STAR,04 08 37.853,+20 08 20.58,LC,GO4006_GO4097,14.935,JHK,8,3,23
210817793,4,STAR,04 05 14.352,+20 08 21.52,LC,GO4007_GO4033_GO4060_GO4104,9.348,gri,8,2,22
210817814,4,STAR,04 08 56.044,+20 08 22.63,LC,GO4097,15.091,JHK,8,3,23
210817824,4,STAR,04 07 06.899,+20 08 23.33,LC,GO4020,12.973,gri,8,3,23
