K2 ID,Campaign,Object type,RA (J2000),Dec (J2000),Target Type,Investigation ID,KEP Mag,Kep Flag,Module,Output,Channel
integer,integer,substring,ra,dec,ustring,string,float,string,integer,integer,integer
210346652,4,STAR,03 52 45.019,+12 07 36.51,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.295,gri,16,1,53
210346920,4,STAR,04 05 13.556,+12 08 05.26,LC,GO4007_GO4020_GO4029_GO4033_GO4060_GO4106,12.633,gri,11,4,36
210346974,4,STAR,03 38 36.456,+12 08 10.77,LC,GO4020,12.581,gri,22,3,75
210347149,4,STAR,04 03 52.862,+12 08 29.34,LC,GO4007_GO4029_GO4033,12.836,gri,11,4,36
210347178,4,STAR,03 52 34.874,+12 08 33.29,LC,GO4020_GO4104,11.680,gri,16,1,53
210347334,4,STAR,03 57 44.377,+12 08 50.46,LC,GO4007_GO4029_GO4033_GO4060_GO4082_GO4104,11.751,gri,16,3,55
210347399,4,STAR,03 59 31.571,+12 08 56.28,LC,GO4020_GO4089,12.917,gri,16,3,55
210347435,4,STAR,03 55 40.566,+12 08 59.24,LC,GO4007_GO4033,12.319,gri,16,4,56
210347498,4,STAR,03 50 54.769,+12 09 06.51,LC,GO4020,11.349,gri,16,1,53
210347587,4,STAR,03 58 08.152,+12 09 16.03,LC,GO4020_GO4060_GO4097,13.550,gri,16,3,55
210347612,4,STAR,03 38 11.364,+12 09 18.23,LC,GO4020,13.170,gri,22,3,75
210347636,4,STAR,03 51 04.586,+12 09 20.45,LC,GO4007_GO4020_GO4060,13.199,gri,16,1,53
210347660,4,STAR,03 58 43.183,+12 09 23.67,LC,GO4020,10.900,gri,16,3,55
210347847,4,STAR,04 00 49.558,+12 09 42.11,LC,GO4007_GO4029_GO4033,12.562,gri,16,3,55
210348052,4,STAR,03 51 10.598,+12 10 03.09,LC,GO4007_GO4020_GO4060,13.105,gri,16,1,53
210348109,4,STAR,03 59 42.140,+12 10 08.45,LC,GO4007_GO4029_GO4033_GO4104,11.107,gri,16,3,55
210348175,4,STAR,04 01 03.209,+12 10 14.38,LC,GO4007_GO4029_GO4033,10.960,gri,16,3,55
210348262,4,STAR,03 38 29.656,+12 10 23.24,LC,GO4020,12.172,gri,22,3,75
210348362,4,STAR,03 52 37.873,+12 10 35.57,LC,GO4020_GO4089,13.274,gri,16,1,53
210348474,4,STAR,04 06 09.695,+12 10 47.74,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.794,gri,11,4,36
210348636,4,STAR,03 52 33.456,+12 11 04.38,LC,GO4007_GO4020_GO4060,13.917,gri,16,1,53
210348659,4,STAR,03 55 31.490,+12 11 06.02,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.758,gri,16,4,56
210348713,4,STAR,03 37 57.122,+12 11 11.13,LC,GO4007_GO4029_GO4033_GO4060,12.342,gri,22,3,75
210348838,4,STAR,03 52 23.552,+12 11 22.79,LC,GO4007_GO4020_GO4060,14.024,gri,16,1,53
210348854,4,STAR,04 00 06.926,+12 11 24.49,LC,GO4007_GO4029_GO4033,12.775,gri,16,3,55
210348906,4,STAR,04 06 02.045,+12 11 29.75,LC,GO4007_GO4020_GO4060,14.281,gri,11,4,36
210348941,4,STAR,03 56 36.488,+12 11 32.47,LC,GO4020_GO4089_GO4104,11.996,gri,16,3,55
210349031,4,STAR,03 54 27.832,+12 11 42.35,LC,GO4020_GO4089,13.486,gri,16,1,53
210349156,4,STAR,03 53 49.852,+12 11 54.90,LC,GO4020,11.032,gri,16,1,53
210349185,4,STAR,03 51 00.234,+12 11 58.51,LC,GO4007_GO4029_GO4033_GO4060_GO4104,10.410,gri,16,1,53
210349188,4,STAR,04 06 15.242,+12 11 58.71,LC,GO4020,11.698,gri,11,4,36
210349206,4,STAR,03 57 41.828,+12 12 01.37,LC,GO4007_GO4020_GO4060,13.726,gri,16,3,55
210349237,4,STAR,03 38 07.267,+12 12 03.78,LC,GO4006_GO4011_GO4097,15.158,JHK,22,3,75
210349268,4,STAR,03 52 17.180,+12 12 06.98,LC,GO4007_GO4029_GO4033,12.145,gri,16,1,53
210349313,4,STAR,03 52 34.975,+12 12 11.40,LC,GO4007_GO4029_GO4033_GO4060,12.718,gri,16,1,53
210349414,4,STAR,03 54 24.361,+12 12 20.57,LC,GO4020_GO4089,13.430,gri,16,1,53
210349518,4,STAR,03 56 55.266,+12 12 30.24,LC,GO4007_GO4020_GO4060,13.121,gri,16,3,55
210349744,4,STAR,04 00 59.854,+12 12 51.67,LC,GO4007_GO4029_GO4033_GO4060_GO4104,10.295,gri,16,3,55
210349838,4,STAR,04 03 59.562,+12 13 01.01,LC,GO4006_GO4011_GO4020_GO4097,14.630,JHK,11,4,36
210349873,4,STAR,03 55 57.050,+12 13 05.35,LC,GO4020,11.950,gri,16,3,55
210350007,4,STAR,03 58 44.504,+12 13 18.95,LC,GO4020,12.822,gri,16,3,55
210350167,4,STAR,03 52 43.889,+12 13 33.56,LC,GO4020_GO4060,13.099,gri,16,1,53
210350168,4,STAR,04 05 02.659,+12 13 33.58,LC,GO4020,12.684,gri,11,4,36
210350446,4,STAR,04 03 58.468,+12 14 02.03,LC,GO4020,12.257,gri,11,4,36
210350562,4,STAR,03 57 58.021,+12 14 14.00,LC,GO4006_GO4011_GO4097,14.925,JHK,16,3,55
210350618,4,STAR,03 56 54.096,+12 14 19.86,LC,GO4006_GO4011_GO4097,14.988,JHK,16,3,55
210350808,4,STAR,03 54 22.295,+12 14 36.18,LC,GO4020_GO4104,10.517,gri,16,1,53
210351176,4,STAR,04 00 04.327,+12 15 09.57,LC,GO4007_GO4029_GO4033_GO4060_GO4104,10.754,gri,16,3,55
210351339,4,STAR,03 58 38.712,+12 15 27.89,LC,GO4007_GO4029_GO4033_GO4096_GO4104,9.458,gri,16,3,55
210351434,4,STAR,03 57 45.965,+12 15 38.55,LC,GO4007_GO4020_GO4060,13.527,gri,16,3,55
210351472,4,STAR,03 52 49.447,+12 15 41.79,LC,GO4006_GO4020_GO4054_GO4060_GO4097,14.867,gri,16,1,53
210351536,4,STAR,03 57 43.528,+12 15 48.48,LC,GO4006_GO4020_GO4054_GO4060,13.833,gri,16,3,55
210351746,4,STAR,03 56 58.931,+12 16 10.51,LC,GO4006_GO4054_GO4060_GO4097,15.276,gri,16,3,55
210351800,4,STAR,03 58 28.978,+12 16 15.81,LC,GO4006_GO4020_GO4060,14.181,gri,16,3,55
210351844,4,STAR,03 59 15.943,+12 16 19.49,LC,GO4007_GO4020_GO4060,13.005,gri,16,3,55
210351924,4,STAR,03 53 37.558,+12 16 27.96,LC,GO4007_GO4029_GO4033,12.819,gri,16,1,53
210351973,4,STAR,03 52 10.895,+12 16 32.86,LC,GO4020,13.225,gri,16,1,53
210352139,4,STAR,03 50 40.456,+12 16 51.30,LC,GO4007_GO4033,11.468,gri,16,1,53
210352179,4,STAR,04 00 13.784,+12 16 54.93,LC,GO4007_GO4029_GO4033,12.838,gri,16,3,55
210352357,4,STAR,03 53 27.485,+12 17 13.27,LC,GO4007_GO4029_GO4033,12.078,gri,16,1,53
210352451,4,STAR,03 55 10.931,+12 17 21.42,LC,GO4020,12.831,gri,16,1,53
210352532,4,STAR,04 05 46.723,+12 17 29.08,LC,GO4007_GO4029_GO4033_GO4060,12.518,gri,11,4,36
210352551,4,STAR,03 38 36.017,+12 17 31.03,LC,GO4007_GO4020_GO4060,14.577,gri,22,3,75
210352573,4,STAR,03 55 15.226,+12 17 33.49,LC,GO4007_GO4020_GO4029_GO4033,12.751,gri,16,1,53
210352608,4,STAR,03 38 13.430,+12 17 36.61,LC,GO4096,15.950,J,22,3,75
210352614,4,STAR,03 39 42.955,+12 17 37.13,LC,GO4020,12.376,gri,22,3,75
210352751,4,STAR,03 52 56.762,+12 17 50.81,LC,GO4020,12.857,gri,16,1,53
210352774,4,STAR,03 54 39.679,+12 17 53.54,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.950,gri,16,1,53
210352799,4,STAR,03 58 44.915,+12 17 56.13,LC,GO4007_GO4029_GO4033,12.204,gri,16,3,55
210353030,4,STAR,03 51 58.126,+12 18 20.60,LC,GO4020,11.029,gri,16,1,53
210353063,4,STAR,03 57 42.091,+12 18 24.06,LC,GO4007_GO4029_GO4033,12.013,gri,16,3,55
210353075,4,STAR,03 52 10.135,+12 18 25.51,LC,GO4007_GO4029_GO4033_GO4060,12.478,gri,16,1,53
210353184,4,STAR,03 59 53.894,+12 18 36.22,LC,GO4007_GO4020,13.274,gri,16,3,55
210353211,4,STAR,03 58 02.719,+12 18 39.30,LC,GO4007_GO4029_GO4033,12.832,gri,16,3,55
210353272,4,STAR,04 03 27.990,+12 18 44.15,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.844,gri,11,4,36
210353386,4,STAR,04 03 06.059,+12 18 56.76,LC,GO4020_GO4096,12.493,gri,11,4,36
210353444,4,STAR,03 39 16.355,+12 19 01.16,LC,GO4007_GO4029_GO4033_GO4060_GO4104,10.972,gri,22,3,75
210353661,4,STAR,04 03 47.628,+12 19 22.94,LC,GO4007_GO4020_GO4060,13.522,gri,11,4,36
210353740,4,STAR,03 54 58.558,+12 19 29.81,LC,GO4006_GO4011_GO4060,15.156,gri,16,1,53
210353859,4,STAR,03 58 28.726,+12 19 43.40,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.052,gri,16,3,55
210353939,4,STAR,03 56 50.932,+12 19 52.37,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.964,gri,16,3,55
210353952,4,STAR,03 38 19.576,+12 19 53.82,LC,GO4020,10.966,gri,22,3,75
210354035,4,STAR,03 59 57.804,+12 20 01.47,LC,GO4007_GO4029_GO4033,12.552,gri,16,3,55
210354103,4,STAR,03 59 01.568,+12 20 07.00,LC,GO4007_GO4029_GO4033_GO4060,11.213,gri,16,3,55
210354147,4,STAR,04 01 00.174,+12 20 11.93,LC,GO4020_GO4029_GO4060,12.940,gri,16,3,55
210354201,4,STAR,03 40 19.308,+12 20 16.59,LC,GO4007_GO4020_GO4029_GO4033_GO4060_GO4090_GO4106,12.141,gri,22,3,75
210354276,4,STAR,03 58 59.552,+12 20 23.88,LC,GO4007_GO4033,12.012,gri,16,3,55
210354368,4,STAR,03 58 43.021,+12 20 32.66,LC,GO4007_GO4029_GO4033,12.820,gri,16,3,55
210354384,4,STAR,03 38 26.794,+12 20 33.68,LC,GO4007_GO4020_GO4060,13.179,gri,22,3,75
210354399,4,STAR,03 53 38.904,+12 20 36.45,LC,GO4020,12.063,gri,16,1,53
210354551,4,STAR,03 57 05.468,+12 20 51.16,LC,GO4007_GO4029_GO4033_GO4060_GO4104,9.935,gri,16,3,55
210354598,4,STAR,04 05 31.042,+12 20 56.27,LC,GO4007_GO4020,13.460,gri,11,4,36
210354643,4,STAR,04 04 53.684,+12 21 00.34,LC,GO4020_GO4060_GO4104_GO4106,11.710,gri,11,4,36
210354724,4,STAR,03 55 55.679,+12 21 08.05,LC,GO4089,13.311,gri,16,2,54
210354789,4,STAR,03 57 31.043,+12 21 13.53,LC,GO4007_GO4033,10.604,gri,16,3,55
210354900,4,STAR,03 40 45.527,+12 21 21.90,LC,GO4020_GO4089,12.045,gri,22,3,75
210354910,4,STAR,03 55 44.566,+12 21 22.56,LC,GO4007_GO4029_GO4033,12.476,gri,16,2,54
210354975,4,STAR,03 54 38.844,+12 21 29.97,LC,GO4007_GO4023_GO4029_GO4033_GO4064_GO4104,10.476,gri,16,1,53
210355180,4,STAR,04 07 01.416,+12 21 49.31,LC,GO4007_GO4029_GO4033,12.723,gri,11,4,36
210355220,4,STAR,03 57 49.846,+12 21 52.82,LC,GO4020,12.796,gri,16,3,55
210355311,4,STAR,03 50 28.752,+12 22 01.95,LC,GO4007_GO4033,12.422,gri,16,1,53
210355363,4,STAR,04 00 01.170,+12 22 07.80,LC,GO4020,13.001,gri,16,3,55
210355372,4,STAR,03 58 57.374,+12 22 08.27,LC,GO4020,12.016,gri,16,3,55
210355380,4,STAR,03 53 30.199,+12 22 09.45,LC,GO4007_GO4029_GO4033_GO4060_GO4104,10.762,gri,16,1,53
210355410,4,STAR,03 39 08.744,+12 22 12.47,LC,GO4020_GO4104,10.611,gri,22,3,75
210355435,4,STAR,03 54 05.206,+12 22 15.50,LC,GO4007_GO4029_GO4033_GO4060,12.358,gri,16,1,53
210355463,4,STAR,04 07 32.171,+12 22 18.77,LC,GO4006_GO4011,15.353,JHK,11,4,36
210355498,4,STAR,03 58 20.316,+12 22 22.02,LC,GO4007_GO4029_GO4033_GO4104,11.887,gri,16,3,55
210355538,4,STAR,04 01 00.577,+12 22 25.93,LC,GO4007_GO4020_GO4029_GO4033,12.580,gri,16,3,55
210355590,4,STAR,03 55 27.170,+12 22 29.34,LC,GO4020_GO4089,13.337,gri,16,1,53
210355626,4,STAR,03 59 59.593,+12 22 32.93,LC,GO4006_GO4020_GO4060_GO4109,13.213,gri,16,3,55
210355746,4,STAR,03 52 24.758,+12 22 43.67,LC,GO4007_GO4008_GO4029_GO4033_GO4090_GO4104,9.943,gri,16,1,53
210355820,4,STAR,03 59 47.814,+12 22 50.12,LC,GO4007_GO4020_GO4033,11.977,gri,16,3,55
210355954,4,STAR,04 00 57.654,+12 23 02.82,LC,GO4011_GO4020_GO4054,14.149,gri,16,3,55
210355970,4,STAR,03 50 14.111,+12 23 04.75,LC,GO4007_GO4020_GO4029_GO4033,12.832,gri,16,1,53
210356056,4,STAR,03 55 44.598,+12 23 14.25,LC,GO4007_GO4020_GO4060,14.072,gri,16,2,54
210356147,4,STAR,04 06 47.016,+12 23 23.45,LC,GO4020,12.232,gri,11,4,36
210356152,4,STAR,04 06 20.178,+12 23 23.94,LC,GO4020,13.283,gri,11,4,36
210356154,4,STAR,04 00 30.766,+12 23 24.16,LC,GO4029_GO4064_GO4104,11.918,gri,16,3,55
210356327,4,STAR,04 05 15.220,+12 23 40.79,LC,GO4020,13.280,gri,11,4,36
210356407,4,STAR,03 54 22.270,+12 23 48.63,LC,GO4007_GO4029_GO4033_GO4060_GO4106,12.217,gri,16,1,53
210356425,4,STAR,03 55 47.266,+12 23 50.03,LC,GO4007_GO4020_GO4060,13.089,gri,16,2,54
210356450,4,STAR,03 38 09.067,+12 23 52.67,LC,GO4007_GO4008_GO4020_GO4029_GO4033_GO4104,10.931,gri,22,3,75
210356639,4,STAR,04 07 10.754,+12 24 11.64,LC,GO4007_GO4020_GO4060_GO4101,13.321,gri,11,4,36
210356674,4,STAR,03 53 37.712,+12 24 14.48,LC,GO4007_GO4029_GO4033_GO4060,10.236,gri,16,1,53
210356761,4,STAR,03 51 47.639,+12 24 24.01,LC,GO4020_GO4089_GO4104,10.972,gri,16,1,53
210356938,4,STAR,03 51 13.126,+12 24 41.14,LC,GO4011_GO4020_GO4060,13.513,gri,16,1,53
210356961,4,STAR,03 57 32.011,+12 24 43.23,LC,GO4007_GO4020_GO4060,13.398,gri,16,3,55
210357016,4,STAR,03 52 55.780,+12 24 47.37,LC,GO4020_GO4089,12.507,gri,16,1,53
210357078,4,STAR,04 03 06.167,+12 24 52.75,LC,GO4007_GO4029_GO4033_GO4060_GO4082_GO4104,9.849,gri,11,4,36
210357131,4,STAR,03 56 14.874,+12 24 58.50,LC,GO4007_GO4029_GO4033,12.654,gri,16,2,54
210357145,4,STAR,03 53 39.750,+12 24 59.84,LC,GO4020_GO4089_GO4104,11.584,gri,16,1,53
210357206,4,STAR,04 03 38.304,+12 25 05.09,LC,GO4007_GO4029_GO4033,12.757,gri,11,4,36
210357237,4,STAR,03 51 55.652,+12 25 08.77,LC,GO4007_GO4020_GO4060,13.359,gri,16,1,53
210357282,4,STAR,03 56 03.584,+12 25 12.77,LC,GO4007_GO4029_GO4033_GO4060_GO4104_GO4106,11.538,gri,16,2,54
210357284,4,STAR,03 53 16.415,+12 25 12.81,LC,GO4020,11.737,gri,16,1,53
210357460,4,STAR,04 05 13.164,+12 25 28.68,LC,GO4020,10.189,gri,11,4,36
210357523,4,STAR,03 59 52.062,+12 25 35.54,LC,GO4020_GO4104,10.581,gri,16,3,55
210357660,4,STAR,03 39 23.396,+12 25 48.45,LC,GO4011_GO4020_GO4054,13.815,gri,22,3,75
210357684,4,STAR,03 56 06.364,+12 25 50.53,LC,GO4007_GO4029_GO4033,12.597,gri,16,2,54
210357707,4,STAR,03 54 15.124,+12 25 54.50,LC,GO4020_GO4104,10.150,gri,16,1,53
210357751,4,STAR,03 56 37.100,+12 25 58.28,LC,GO4020,12.000,gri,16,2,54
210357957,4,STAR,03 38 31.438,+12 26 19.53,LC,GO4007_GO4033,11.319,gri,22,3,75
210358034,4,STAR,04 05 51.587,+12 26 26.83,LC,GO4020,9.357,gri,11,4,36
210358075,4,STAR,04 04 00.340,+12 26 30.58,LC,GO4020_GO4060,12.947,gri,11,4,36
210358086,4,STAR,03 52 14.660,+12 26 30.97,LC,GO4007_GO4029_GO4033,12.796,gri,16,1,53
210358104,4,STAR,03 41 27.780,+12 26 33.04,LC,GO4020_GO4089,12.658,gri,22,3,75
210358125,4,STAR,03 51 59.249,+12 26 35.52,LC,GO4007_GO4029_GO4033_GO4104,10.502,gri,16,1,53
210358224,4,STAR,04 06 56.005,+12 26 44.80,LC,GO4007_GO4020,13.296,gri,11,4,36
210358399,4,STAR,03 53 19.403,+12 27 00.09,LC,GO4020,12.653,gri,16,1,53
210358583,4,STAR,03 51 47.210,+12 27 17.27,LC,GO4007_GO4029_GO4033_GO4052_GO4060_GO4104,10.782,gri,16,1,53
210358663,4,STAR,03 37 18.174,+12 27 24.93,LC,GO4020_GO4104,11.178,gri,22,3,75
210358828,4,STAR,03 57 52.135,+12 27 41.31,LC,GO4007_GO4029_GO4033_GO4060,12.444,gri,16,3,55
210358865,4,STAR,04 06 22.133,+12 27 45.80,LC,GO4006_GO4011_GO4020_GO4026_GO4054_GO4060_GO4097,14.080,gri,11,4,36
210358866,4,STAR,03 56 53.142,+12 27 45.91,LC,GO4006_GO4020_GO4060,14.836,gri,16,2,54
210358893,4,STAR,03 53 33.356,+12 27 47.79,LC,GO4020_GO4104,10.513,gri,16,1,53
210358951,4,STAR,03 40 14.556,+12 27 51.91,LC,GO4007_GO4029_GO4033,12.561,gri,22,3,75
210358970,4,STAR,03 59 59.366,+12 27 53.14,LC,GO4007_GO4029_GO4033,11.903,gri,16,3,55
210359088,4,STAR,03 39 16.369,+12 28 02.81,LC,GO4007_GO4029_GO4033_GO4060_GO4104,10.965,gri,22,3,75
210359101,4,STAR,04 08 19.230,+12 28 03.90,LC,GO4007_GO4029_GO4033,12.930,gri,11,3,35
210359109,4,STAR,03 58 13.678,+12 28 04.72,LC,GO4006_GO4011,15.376,JHK,16,3,55
210359198,4,STAR,04 06 42.066,+12 28 12.47,LC,GO4007_GO4029_GO4033_GO4104,11.926,gri,11,4,36
210359234,4,STAR,03 54 51.066,+12 28 15.46,LC,GO4007_GO4033,12.510,gri,16,1,53
210359394,4,STAR,03 56 56.072,+12 28 31.27,LC,GO4007_GO4020_GO4029_GO4033_GO4060_GO4104_GO4106,11.089,gri,16,2,54
210359469,4,STAR,03 50 37.846,+12 28 39.11,LC,GO4007_GO4020,13.337,gri,16,1,53
210359732,4,STAR,04 02 52.915,+12 29 04.29,LC,GO4007_GO4020_GO4029_GO4033_GO4104,11.853,gri,11,4,36
210359769,4,STAR,03 55 01.438,+12 29 08.10,LC,GO4007_GO4012_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4072_GO4095_GO4104,9.762,gri,16,1,53
210359844,4,STAR,03 54 34.290,+12 29 14.37,LC,GO4007_GO4029_GO4033_GO4104,11.062,gri,16,1,53
210360000,4,STAR,03 55 02.939,+12 29 29.83,LC,GO4020,13.039,gri,16,1,53
210360013,4,STAR,04 02 44.779,+12 29 31.23,LC,GO4007_GO4029_GO4033,12.822,gri,11,4,36
210360165,4,STAR,03 54 59.659,+12 29 47.08,LC,GO4007_GO4029_GO4033,12.595,gri,16,1,53
210360368,4,STAR,03 55 38.222,+12 30 06.40,LC,GO4007_GO4029_GO4033_GO4060,12.598,gri,16,2,54
210360545,4,STAR,03 58 49.116,+12 30 23.21,LC,GO4006_GO4011_GO4020_GO4029_GO4054_GO4081_GO4097,12.952,gri,16,3,55
210360804,4,STAR,03 59 32.010,+12 30 45.80,LC,GO4007_GO4029_GO4033,12.832,gri,16,3,55
210360910,4,STAR,03 56 11.342,+12 30 55.22,LC,GO4096,12.856,gri,16,2,54
210360979,4,STAR,04 04 07.849,+12 31 00.25,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.884,gri,11,4,36
210361116,4,STAR,04 06 03.236,+12 31 14.99,LC,GO4060,14.611,gri,11,4,36
210361122,4,STAR,03 39 22.885,+12 31 15.38,LC,GO4020,12.536,gri,22,3,75
210361160,4,STAR,03 59 59.816,+12 31 18.27,LC,GO4020_GO4089,12.614,gri,16,3,55
210361187,4,STAR,03 39 06.426,+12 31 21.22,LC,GO4020_GO4104,9.266,gri,22,3,75
210361245,4,STAR,03 51 01.854,+12 31 26.92,LC,GO4006_GO4060,15.043,gri,16,1,53
210361271,4,STAR,03 41 11.990,+12 31 29.90,LC,GO4007_GO4029_GO4033,12.201,gri,22,3,75
210361504,4,STAR,03 59 24.799,+12 31 51.14,LC,GO4020,13.086,gri,16,3,55
210361551,4,STAR,04 00 23.821,+12 31 55.51,LC,GO4007_GO4029_GO4033,12.588,gri,16,3,55
210361663,4,STAR,03 54 50.742,+12 32 06.13,LC,GO4020_GO4060_GO4106,12.593,gri,16,1,53
210361707,4,STAR,04 07 13.616,+12 32 09.75,LC,GO4007_GO4029_GO4033,12.677,gri,11,4,36
210361757,4,STAR,03 50 04.574,+12 32 15.60,LC,GO4097,15.136,JHK,16,1,53
210361763,4,STAR,04 05 42.054,+12 32 15.91,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.412,gri,11,4,36
210361901,4,STAR,03 54 16.603,+12 32 30.47,LC,GO4020_GO4104,11.114,gri,16,1,53
210362003,4,STAR,03 40 00.617,+12 32 41.83,LC,GO4006_GO4060,15.359,gri,22,3,75
210362013,4,STAR,03 53 30.707,+12 32 42.58,LC,GO4007_GO4029_GO4033_GO4060,12.727,gri,16,1,53
210362054,4,STAR,03 57 18.601,+12 32 45.39,LC,GO4007_GO4029_GO4033,12.719,gri,16,2,54
210362220,4,STAR,03 38 51.432,+12 32 57.69,LC,GO4020_GO4060,14.429,gri,22,3,75
210362393,4,STAR,04 07 50.826,+12 33 11.77,LC,GO4007_GO4020_GO4060,13.888,gri,11,4,36
210362551,4,STAR,03 42 30.992,+12 33 25.73,LC,GO4006_GO4020_GO4054_GO4060_GO4097,14.507,gri,22,2,74
210362668,4,STAR,04 07 14.902,+12 33 37.66,LC,GO4097,15.898,JHK,11,4,36
210362689,4,STAR,03 55 48.299,+12 33 39.66,LC,GO4007_GO4029_GO4033_GO4104,11.779,gri,16,2,54
210362732,4,STAR,04 07 08.440,+12 33 44.16,LC,GO4097,15.898,JHK,11,4,36
210362737,4,STAR,03 39 47.545,+12 33 44.54,LC,GO4007_GO4029_GO4033,12.426,gri,22,3,75
210362756,4,STAR,03 59 47.735,+12 33 46.34,LC,GO4006_GO4008_GO4020_GO4054_GO4060_GO4097,13.550,gri,16,3,55
210362767,4,STAR,03 54 40.255,+12 33 47.57,LC,GO4007_GO4020_GO4060,14.262,gri,16,1,53
210362768,4,STAR,03 40 18.833,+12 33 47.78,LC,GO4007_GO4029_GO4033,12.529,gri,22,3,75
210362818,4,STAR,04 03 46.714,+12 33 52.53,LC,GO4020,12.252,gri,11,4,36
210362829,4,STAR,04 00 04.666,+12 33 53.53,LC,GO4007_GO4020_GO4060,13.289,gri,16,3,55
210362869,4,STAR,04 04 50.434,+12 33 56.49,LC,GO4007_GO4020_GO4060,13.364,gri,11,4,36
210362936,4,STAR,04 07 31.728,+12 34 01.57,LC,GO4007_GO4029_GO4033,12.535,gri,11,4,36
210362959,4,STAR,04 05 57.278,+12 34 03.87,LC,GO4020,11.170,gri,11,4,36
210362983,4,STAR,03 49 45.368,+12 34 06.58,LC,GO4007_GO4020_GO4060,13.790,gri,16,1,53
210363131,4,STAR,04 05 02.623,+12 34 20.57,LC,GO4007_GO4029_GO4033_GO4060,12.754,gri,11,4,36
210363145,4,STAR,03 40 54.822,+12 34 21.40,LC,GO4007_GO4020_GO4029_GO4033_GO4060_GO4104_GO4106,11.896,gri,22,3,75
210363388,4,STAR,03 52 05.372,+12 34 45.43,LC,GO4020,13.298,gri,16,1,53
210363457,4,STAR,03 39 37.652,+12 34 52.08,LC,GO4007_GO4020_GO4060,13.389,gri,22,3,75
210363519,4,STAR,03 53 51.007,+12 34 58.43,LC,GO4007_GO4020_GO4060,14.514,gri,16,1,53
210363521,4,STAR,03 57 48.348,+12 34 58.71,LC,GO4046_GO4060_GO4083,14.572,gri,16,2,54
210363526,4,STAR,03 39 55.656,+12 34 59.11,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.962,gri,22,3,75
210363545,4,STAR,03 39 06.995,+12 35 00.96,LC,GO4020,9.379,gri,22,3,75
210363615,4,STAR,04 03 47.984,+12 35 08.17,LC,GO4020,12.900,gri,11,4,36
210363732,4,STAR,03 57 39.982,+12 35 19.56,LC,GO4020,12.341,gri,16,2,54
210363752,4,STAR,04 05 03.296,+12 35 21.54,LC,GO4006_GO4060_GO4097,15.484,gri,11,4,36
210363821,4,STAR,04 06 51.109,+12 35 28.08,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.838,gri,11,4,36
210363904,4,STAR,04 09 16.873,+12 35 34.30,LC,GO4007_GO4029_GO4033,12.308,gri,11,3,35
210363994,4,STAR,03 37 52.590,+12 35 41.72,LC,GO4007_GO4029_GO4033,12.778,gri,22,3,75
210364114,4,STAR,03 59 21.106,+12 35 52.98,LC,GO4007_GO4029_GO4033,12.793,gri,16,3,55
210364482,4,STAR,03 59 39.761,+12 36 26.91,LC,GO4007_GO4020_GO4029_GO4033_GO4104_GO4106,11.769,gri,16,3,55
210364509,4,STAR,03 50 04.736,+12 36 28.77,LC,GO4020_GO4097,14.451,JHK,16,1,53
210364602,4,STAR,04 06 56.635,+12 36 37.27,LC,GO4007_GO4029_GO4033_GO4060,12.314,gri,11,4,36
210364610,4,STAR,03 55 53.933,+12 36 37.96,LC,GO4007_GO4020_GO4060,13.399,gri,16,2,54
210364622,4,STAR,04 09 59.998,+12 36 39.11,LC,GO4020,10.356,gri,11,3,35
210364628,4,STAR,03 40 55.348,+12 36 39.88,LC,GO4007_GO4060,13.471,gri,22,3,75
210364668,4,STAR,03 50 01.331,+12 36 43.89,LC,GO4020_GO4104,10.956,gri,16,1,53
210364896,4,STAR,03 57 53.456,+12 37 04.91,LC,GO4007_GO4020_GO4023_GO4029_GO4033_GO4060_GO4106,12.652,gri,16,2,54
210365070,4,STAR,03 59 49.146,+12 37 22.67,LC,GO4020,12.144,gri,16,3,55
210365110,4,STAR,04 03 47.387,+12 37 26.57,LC,GO4020,12.535,gri,11,4,36
210365113,4,STAR,04 06 36.684,+12 37 27.03,LC,GO4007_GO4020_GO4060,13.500,gri,11,4,36
210365118,4,STAR,03 50 50.017,+12 37 27.51,LC,GO4006_GO4020_GO4054_GO4060,14.624,gri,16,1,53
210365138,4,STAR,03 57 50.022,+12 37 29.15,LC,GO4020_GO4060,13.094,gri,16,2,54
210365226,4,STAR,03 57 13.727,+12 37 36.56,LC,GO4097,14.747,JHK,16,2,54
210365229,4,STAR,03 52 21.266,+12 37 36.62,LC,GO4020,12.122,gri,16,1,53
210365286,4,STAR,03 58 14.383,+12 37 40.88,LC,GO4006_GO4018_GO4020_GO4024_GO4026_GO4048_GO4095_GO4097,14.096,JHK,16,2,54
